Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,,,,,,,
1213,707,V,Cleveland,27,22,29,24,102,3,3,-160,3.5,,,,,,,
1213,708,H,OklahomaCity,29,25,22,13,89,191,191.5,140,94.5,,,,,,,
1213,709,V,SanAntonio,39,27,22,27,115,5.5,5.5,-230,93.5,,,,,,,
1213,710,H,LAClippers,23,33,19,15,90,187,189,180,pk,,,,,,,
1214,501,V,Indiana,30,24,27,17,98,208.5,208,885,101,,,,,,,
1214,502,H,Orlando,17,36,26,27,106,12,12.5,-1350,8.5,,,,,,,
1214,503,V,GoldenState,24,33,11,33,101,211.5,211.5,160,2.5,,,,,,,
1214,504,H,Philadelphia,36,35,26,20,117,4,4,-185,104.5,,,,,,,
1214,505,V,Boston,28,26,31,25,110,7.5,7.5,-325,6,,,,,,,
1214,506,H,Memphis,31,24,26,24,105,194.5,194.5,265,95,,,,,,,
1214,507,V,NewOrleans,18,25,23,24,90,195.5,198.5,365,99,,,,,,,
1214,508,H,Dallas,35,14,22,23,94,8.5,9,-460,3.5,,,,,,,
1214,509,V,Minnesota,30,31,27,22,110,203,202.5,1000,98.5,,,,,,,
1214,510,H,Utah,33,32,17,26,108,13,13.5,-1500,7,,,,,,,
1214,511,V,OklahomaCity,23,17,21,32,93,208.5,210,425,103,,,,,,,
1214,512,H,Denver,25,30,19,28,102,10.5,10,-550,1,,,,,,,
1214,513,V,Washington,25,19,25,26,95,194,194,110,93.5,,,,,,,
1214,514,H,LAClippers,21,18,28,30,97,2,2,-130,2.5,,,,,,,
1215,701,V,NewJersey,22,23,18,26,89,193,196.5,1450,94.5,,,,,,,
1215,702,H,Cleveland,30,22,20,27,99,14.5,14.5,-2200,6.5,,,,,,,
1215,703,V,NewYork,20,27,27,13,87,196,196.5,175,95,,,,,,,
1215,704,H,Charlotte,24,22,20,28,94,5,5,-210,4,,,,,,,
1215,705,V,Toronto,26,24,24,21,95,202.5,206,220,101,,,,,,,
1215,706,H,Miami,24,36,31,24,115,6.5,6.5,-260,0.5,,,,,,,
1215,707,V,LALakers,31,23,18,24,96,10,10,-520,3.5,,,,,,,
1215,708,H,Chicago,31,17,25,14,87,193,193,430,94.5,,,,,,,
1215,709,V,Detroit,19,28,21,28,96,186.5,188.5,210,93.5,,,,,,,
1215,710,H,Houston,29,27,25,26,107,4.5,5.5,-250,0.5,,,,,,,
1215,711,V,SanAntonio,17,35,32,20,104,210,209.5,108,3.5,,,,,,,
1215,712,H,Phoenix,28,39,22,27,116,3,2,-128,101.5,,,,,,,
1215,713,V,Sacramento,23,31,19,15,88,200,201.5,250,99.5,,,,,,,
1215,714,H,Portland,23,20,23,29,95,7,7,-300,7,,,,,,,
1216,501,V,Toronto,24,30,25,20,99,207.5,207.5,600,100.5,,,,,,,
1216,502,H,Orlando,35,31,26,26,118,11,11,-800,2.5,,,,,,,
1216,503,V,Memphis,24,18,24,31,97,207,207,425,100.5,,,,,,,
1216,504,H,Atlanta,22,29,32,27,110,9,10,-550,2.5,,,,,,,
1216,505,V,Cleveland,32,28,23,25,108,6,6,-250,1.5,,,,,,,
1216,506,H,Philadelphia,26,29,25,21,101,192.5,195,210,96,,,,,,,
1216,507,V,Charlotte,25,21,23,29,98,192,193.5,145,1.5,,,,,,,
1216,508,H,Indiana,30,26,23,22,101,4,3.5,-165,94,,,,,,,
1216,509,V,Utah,26,26,25,31,108,9,9,-420,1.5,,,,,,,
1216,510,H,NewJersey,24,17,21,30,92,199,200,335,100,,,,,,,
1216,511,V,LAClippers,27,37,27,29,120,1,188,-102,92,,,,,,,
1216,512,H,Minnesota,29,24,26,16,95,191.5,pk,-118,3.5,,,,,,,
1216,513,V,LALakers,19,26,29,21,107,5.5,5,-220,5,,,,,,,
1216,514,H,Milwaukee,20,27,24,24,106,198,198.5,180,96.5,,,,,,,
1216,515,V,Detroit,28,27,18,14,87,189.5,189,200,92.5,,,,,,,
1216,516,H,NewOrleans,25,17,28,25,95,5,5.5,-240,6,,,,,,,
1216,517,V,Dallas,24,19,28,29,100,2.5,2,-125,2.5,,,,,,,
1216,518,H,OklahomaCity,24,24,20,18,86,192.5,194,105,93.5,,,,,,,
1216,519,V,Houston,21,30,27,23,101,206.5,211,335,103,,,,,,,
1216,520,H,Denver,25,33,27,26,111,7,8.5,-420,3,,,,,,,
1216,521,V,Washington,33,21,26,29,109,213.5,213,155,103.5,,,,,,,
1216,522,H,Sacramento,34,25,30,23,112,2,4,-175,0.5,,,,,,,
1216,523,V,SanAntonio,27,20,31,25,103,5.5,5.5,-240,5,,,,,,,
1216,524,H,GoldenState,25,24,20,22,91,214,214,200,106,,,,,,,
1217,701,V,NewYork,34,16,22,17,89,199.5,202.5,125,100,,,,,,,
1217,702,H,Chicago,23,25,21,29,98,2.5,2.5,-145,3,,,,,,,
1217,703,V,Orlando,18,26,16,26,86,1.5,4,-180,5.5,,,,,,,
1217,704,H,Miami,33,26,30,15,104,199.5,199,158,98,,,,,,,
1217,705,V,Phoenix,28,27,26,21,102,201.5,204.5,105,102.5,,,,,,,
1217,706,H,Portland,25,23,22,35,105,2,1.5,-125,2.5,,,,,,,
1218,501,V,NewJersey,15,18,27,35,95,205,204,295,4.5,,,,,,,
1218,502,H,Toronto,39,31,24,24,118,9,7.5,-355,99,,,,,,,
1218,503,V,Philadelphia,17,25,30,26,98,195,195,640,99.5,,,,,,,
1218,504,H,Boston,24,29,23,21,97,11,12,-840,3,,,,,,,
1218,505,V,Milwaukee,26,23,12,21,82,193.5,194,425,96.5,,,,,,,
1218,506,H,Cleveland,24,23,24,14,85,9.5,9.5,-550,7,,,,,,,
1218,507,V,Utah,18,16,17,32,83,206.5,207,200,104,,,,,,,
1218,508,H,Atlanta,22,22,37,15,96,6.5,6,-240,pk,,,,,,,
1218,509,V,Sacramento,22,23,31,20,96,1.5,2,-125,3,,,,,,,
1218,510,H,Minnesota,27,25,35,25,112,210,210,105,102.5,,,,,,,
1218,511,V,Denver,23,29,19,21,92,203,1,-120,102,,,,,,,
1218,512,H,NewOrleans,25,21,33,19,98,pk,204,100,1.5,,,,,,,
1218,513,V,LAClippers,31,27,14,19,91,202.5,202,110,99,,,,,,,
1218,514,H,NewYork,16,26,30,23,95,2,1.5,-130,5,,,,,,,
1218,515,V,Indiana,24,32,17,21,94,209,209.5,210,103,,,,,,,
1218,516,H,Memphis,28,23,32,24,107,4.5,6,-250,6,,,,,,,
1218,517,V,Detroit,27,24,22,25,98,186,185,180,92,,,,,,,
1218,518,H,OklahomaCity,24,28,25,32,109,6,4.5,-220,3,,,,,,,
1218,519,V,Houston,19,30,24,27,116,198.5,198,200,97,,,,,,,
1218,520,H,Dallas,24,17,24,35,108,5.5,5.5,-240,4,,,,,,,
1218,521,V,Washington,39,21,29,29,118,219,222,125,110.5,,,,,,,
1218,522,H,GoldenState,31,28,23,27,109,pk,3,-145,2.5,,,,,,,
1219,701,V,LAClippers,30,30,18,21,112,195.5,193,150,95,,,,,,,
1219,702,H,Philadelphia,18,29,26,26,107,3,3.5,-170,5,,,,,,,
1219,703,V,Portland,21,23,21,18,83,194,191.5,330,94.5,,,,,,,
1219,704,H,Orlando,19,20,26,27,92,8.5,9,-410,8,,,,,,,
1219,705,V,Utah,24,28,31,27,110,190.5,190.5,125,96.5,,,,,,,
1219,706,H,Charlotte,25,22,28,27,102,1,3,-145,2.5,,,,,,,
1219,707,V,LALakers,29,17,28,29,103,13,13,-1600,9,,,,,,,
1219,708,H,NewJersey,21,27,16,20,84,195.5,196.5,1100,96,,,,,,,
1219,709,V,Atlanta,29,17,23,23,98,6,4.5,-190,0.5,,,,,,,
1219,710,H,Chicago,16,24,23,29,101,198,194,165,96,,,,,,,
1219,711,V,Sacramento,21,28,24,23,96,208.5,210,240,105,,,,,,,
1219,712,H,Milwaukee,21,32,19,23,95,6,6.5,-280,2.5,,,,,,,
1219,713,V,Indiana,21,24,38,16,99,204,204.5,650,100,,,,,,,
1219,714,H,SanAntonio,30,20,20,30,100,12,12,-900,6,,,,,,,
1219,715,V,OklahomaCity,22,18,25,25,90,194,195.5,140,1.5,,,,,,,
1219,716,H,Houston,23,27,24,21,95,5,3.5,-160,97,,,,,,,
1219,717,V,Washington,21,26,25,23,95,218,219,475,105.5,,,,,,,
1219,718,H,Phoenix,30,33,39,19,121,11,10.5,-600,0.5,,,,,,,
1220,501,V,NewOrleans,22,25,22,23,92,204.5,206,110,0.5,,,,,,,
1220,502,H,Toronto,26,25,25,22,98,2.5,1.5,-130,102,,,,,,,
1220,503,V,Denver,19,24,24,29,96,2.5,1.5,-125,5,,,,,,,
1220,504,H,Memphis,33,28,19,22,102,210,208.5,105,103,,,,,,,
1220,505,V,Portland,21,24,26,31,102,186.5,186.5,180,92.5,,,,,,,
1220,506,H,Miami,25,23,21,26,95,5,5,-220,2.5,,,,,,,
1220,507,V,LALakers,31,25,27,10,93,8,7.5,-360,91,,,,,,,
1220,508,H,Detroit,19,19,24,19,81,189,189,300,1.5,,,,,,,
1220,509,V,Minnesota,19,22,31,32,104,197,196,1350,96,,,,,,,
1220,510,H,Boston,34,32,26,30,122,14,13.5,-2250,pk,,,,,,,
1220,511,V,Charlotte,14,31,25,24,94,193,196,240,96.5,,,,,,,
1220,512,H,NewYork,16,35,25,22,98,3,6.5,-280,2,,,,,,,
1220,513,V,Cleveland,26,24,17,28,95,4,3.5,-190,4,,,,,,,
1220,514,H,Dallas,25,27,21,29,102,188,188,165,93.5,,,,,,,
1221,701,V,Milwaukee,19,17,29,19,84,202,198.5,100,2,,,,,,,
1221,702,H,Indiana,16,27,20,18,81,1.5,1,-120,97.5,,,,,,,
1221,703,V,Utah,18,22,28,31,99,203.5,203,310,103,,,,,,,
1221,704,H,Orlando,19,21,30,34,104,7.5,8,-380,5.5,,,,,,,
1221,705,V,Sacramento,19,24,26,33,102,198,198.5,165,4,,,,,,,
1221,706,H,Chicago,38,29,21,10,98,3.5,4.5,-185,96.5,,,,,,,
1221,707,V,LAClippers,19,27,18,23,87,193.5,194,350,94.5,,,,,,,
1221,708,H,SanAntonio,33,24,28,18,103,8.5,9,-500,1.5,,,,,,,
1221,709,V,Cleveland,29,30,23,27,109,209.5,209.5,115,101.5,,,,,,,
1221,710,H,Phoenix,30,23,22,16,91,2.5,2.5,-135,3,,,,,,,
1222,501,V,Philadelphia,21,23,35,19,98,204,208,110,104.5,,,,,,,
1222,502,H,Washington,27,20,25,33,105,3.5,1.5,-130,pk,,,,,,,
1222,503,V,Detroit,19,17,19,21,76,178,177.5,200,2,,,,,,,
1222,504,H,Charlotte,23,29,17,19,88,5.5,5.5,-240,87.5,,,,,,,
1222,505,V,Indiana,28,29,20,17,94,201.5,200.5,1050,99,,,,,,,
1222,506,H,Boston,21,21,35,26,103,15,14,-1600,11.5,,,,,,,
1222,507,V,Chicago,12,19,25,25,81,201,199.5,225,3.5,,,,,,,
1222,508,H,NewYork,22,31,15,20,88,5.5,6,-265,97.5,,,,,,,
1222,509,V,Atlanta,26,28,27,31,112,8,9.5,-400,1,,,,,,,
1222,510,H,Minnesota,17,24,28,18,87,202,202,325,101,,,,,,,
1222,511,V,GoldenState,38,20,21,29,108,219.5,222,305,107.5,,,,,,,
1222,512,H,Memphis,32,36,29,24,121,8,7.5,-365,1,,,,,,,
1222,513,V,LAClippers,33,21,28,17,99,194.5,194.5,323,95,,,,,,,
1222,514,H,Houston,34,31,23,20,108,8,8,-395,1,,,,,,,
1222,515,V,Portland,18,26,14,27,85,185,187.5,195,95.5,,,,,,,
1222,516,H,Dallas,14,19,32,16,81,3.5,6,-235,6,,,,,,,
1222,517,V,OklahomaCity,30,31,21,26,108,195.5,198,450,100.5,,,,,,,
1222,518,H,LALakers,25,29,34,23,111,10.5,10,-600,10,,,,,,,
1223,701,V,Houston,22,30,13,22,87,200.5,200,360,98,,,,,,,
1223,702,H,Orlando,34,21,23,24,102,9,8,-450,4.5,,,,,,,
1223,703,V,Minnesota,27,25,24,27,103,199.5,196,160,95.5,,,,,,,
1223,704,H,NewJersey,23,25,26,25,99,3,4,-185,3.5,,,,,,,
1223,705,V,Toronto,25,29,20,20,94,196,196,-117,96,,,,,,,
1223,706,H,Detroit,21,16,14,13,64,2,pk,-103,4,,,,,,,
1223,707,V,Utah,16,14,19,21,70,200.5,200.5,100,101,,,,,,,
1223,708,H,Miami,19,13,31,17,80,2,pk,-120,pk,,,,,,,
1223,709,V,GoldenState,26,30,24,22,102,212,214,425,105.5,,,,,,,
1223,710,H,NewOrleans,27,31,27,23,108,9,9.5,-550,5.5,,,,,,,
1223,711,V,Washington,37,20,24,28,109,198.5,201.5,290,99.5,,,,,,,
1223,712,H,Milwaukee,27,25,23,22,97,7,7.5,-350,7,,,,,,,
1223,713,V,Portland,28,20,27,23,98,187.5,187,775,94,,,,,,,
1223,714,H,SanAntonio,24,23,22,25,94,8.5,12.5,-1200,9,,,,,,,
1223,715,V,Atlanta,24,27,31,22,104,207,207,145,2,,,,,,,
1223,716,H,Denver,34,29,29,32,124,3.5,3.5,-165,103,,,,,,,
1223,717,V,OklahomaCity,36,30,23,28,117,208.5,213,345,106,,,,,,,
1223,718,H,Phoenix,31,33,25,24,113,8,8.5,-430,7,,,,,,,
1223,719,V,Cleveland,32,25,32,15,117,6,5.5,-235,2.5,,,,,,,
1223,720,H,Sacramento,29,24,32,19,104,203.5,204.5,195,100.5,,,,,,,
1225,501,V,Miami,21,20,23,29,93,202,198.5,110,98.5,,,,,,,
1225,502,H,NewYork,23,14,17,33,87,1,2,-130,1.5,,,,,,,
1225,503,V,Boston,18,20,23,25,86,189.5,191.5,190,95,,,,,,,
1225,504,H,Orlando,19,8,26,24,77,5.5,5.5,-230,6,,,,,,,
1225,505,V,Cleveland,23,28,25,26,102,195,194,210,97,,,,,,,
1225,506,H,LALakers,19,23,17,28,87,4,6,-250,6.5,,,,,,,
1225,507,V,LAClippers,26,29,22,16,93,212.5,215,425,105,,,,,,,
1225,508,H,Phoenix,30,37,34,23,124,10,9.5,-550,1.5,,,,,,,
1225,509,V,Denver,31,20,25,20,96,196,2.5,-143,1.5,,,,,,,
1225,510,H,Portland,24,25,25,33,107,2,198,123,99,,,,,,,
1226,701,V,Memphis,30,25,22,24,101,201,201,350,102.5,,,,,,,
1226,702,H,Dallas,24,29,26,27,106,8.5,8.5,-440,6.5,,,,,,,
1226,703,V,Atlanta,33,18,33,26,110,7,6,-275,100.5,,,,,,,
1226,704,H,Indiana,20,20,26,32,98,203,203.5,235,pk,,,,,,,
1226,705,V,Houston,27,30,13,28,98,8.5,8.5,-390,3,,,,,,,
1226,706,H,NewJersey,20,31,18,24,93,196.5,195,320,94.5,,,,,,,
1226,707,V,NewOrleans,27,24,9,25,85,189.5,190,105,94.5,,,,,,,
1226,708,H,Chicago,24,26,23,23,96,2,2.5,-125,2,,,,,,,
1226,709,V,Washington,22,20,25,22,89,2,2,-130,2.5,,,,,,,
1226,710,H,Minnesota,23,20,25,33,101,208,206.5,110,102.5,,,,,,,
1226,711,V,Charlotte,25,25,23,18,91,188.5,190,205,93,,,,,,,
1226,712,H,OklahomaCity,24,29,28,17,98,5.5,5.5,-245,2.5,,,,,,,
1226,713,V,SanAntonio,26,30,33,23,112,2.5,2,-130,94.5,,,,,,,
1226,714,H,Milwaukee,14,27,23,33,97,190.5,191.5,110,3.5,,,,,,,
1226,715,V,Philadelphia,19,20,25,12,76,205,203,300,100,,,,,,,
1226,716,H,Utah,25,23,24,25,97,8.5,7,-360,1.5,,,,,,,
1226,717,V,LALakers,26,29,23,16,112,5.5,6,-260,5.5,,,,,,,
1226,718,H,Sacramento,29,28,21,16,103,209,210,220,102.5,,,,,,,
1226,719,V,Phoenix,35,36,37,19,127,4,3,-155,2,,,,,,,
1226,720,H,GoldenState,36,34,34,28,132,234,233,135,115,,,,,,,
1227,501,V,Detroit,22,19,28,26,95,195,193.5,155,3.5,,,,,,,
1227,502,H,Toronto,29,31,14,28,102,2.5,4,-175,94,,,,,,,
1227,503,V,Indiana,21,23,16,20,80,194,196,335,3,,,,,,,
1227,504,H,Miami,34,32,32,16,114,7.5,9,-420,96,,,,,,,
1227,505,V,Houston,24,24,15,20,83,191.5,192,330,93.5,,,,,,,
1227,506,H,Cleveland,24,27,32,25,108,8,8,-410,4.5,,,,,,,
1227,507,V,SanAntonio,21,29,20,25,95,3,3.5,-160,1.5,,,,,,,
1227,508,H,NewYork,20,27,21,20,88,197.5,198,140,98,,,,,,,
1227,509,V,Dallas,30,25,28,21,104,209,207,200,99.5,,,,,,,
1227,510,H,Denver,23,29,20,24,96,6.5,5.5,-240,6.5,,,,,,,
1227,511,V,Boston,23,25,25,17,90,7,8.5,-390,5,,,,,,,
1227,512,H,LAClippers,22,24,23,23,92,188,190,320,93.5,,,,,,,
1228,701,V,Milwaukee,20,14,28,22,84,186.5,186.5,160,4,,,,,,,
1228,702,H,Charlotte,23,33,18,20,94,4,4.5,-185,93,,,,,,,
1228,703,V,OklahomaCity,30,31,23,21,105,5,5.5,-230,1,,,,,,,
1228,704,H,NewJersey,26,29,21,13,89,194.5,195.5,190,97.5,,,,,,,
1228,705,V,Washington,23,28,29,22,111,209,208,175,102,,,,,,,
1228,706,H,Memphis,23,27,31,21,116,5.5,5,-210,4,,,,,,,
1228,707,V,LALakers,23,27,27,26,103,1,1,-117,2,,,,,,,
1228,708,H,Phoenix,25,31,33,29,118,216,217,-103,106,,,,,,,
1228,709,V,Denver,32,16,22,31,101,3,2,-130,1,,,,,,,
1228,710,H,Sacramento,26,21,28,31,106,211,212,110,103.5,,,,,,,
1228,711,V,Philadelphia,22,21,32,29,104,190.5,193,230,96.5,,,,,,,
1228,712,H,Portland,25,24,24,20,93,6.5,5.5,-270,1.5,,,,,,,
1228,713,V,Boston,35,23,18,23,99,6,5.5,-220,3.5,,,,,,,
1228,714,H,GoldenState,22,35,23,23,103,212.5,210,180,105,,,,,,,
1229,501,V,Cleveland,23,33,19,20,95,194,194,120,94,,,,,,,
1229,502,H,Atlanta,26,25,23,10,84,2,2.5,-140,2.5,,,,,,,
1229,503,V,OklahomaCity,30,23,23,34,110,202.5,1,-117,0.5,,,,,,,
1229,504,H,Washington,25,30,21,22,98,2,204,-103,101,,,,,,,
1229,505,V,NewYork,27,22,30,25,104,188,193,160,94.5,,,,,,,
1229,506,H,Detroit,21,19,26,21,87,5.5,4.5,-185,4.5,,,,,,,
1229,507,V,Indiana,15,38,21,21,95,189,193,240,94.5,,,,,,,
1229,508,H,Chicago,34,23,30,17,104,5.5,6.5,-280,3,,,,,,,
1229,509,V,NewOrleans,23,28,31,18,100,193,194,190,0.5,,,,,,,
1229,510,H,Houston,31,30,13,34,108,5,6,-230,95,,,,,,,
1229,511,V,Minnesota,24,28,21,26,99,197.5,198,575,96.5,,,,,,,
1229,512,H,SanAntonio,29,37,23,28,117,11,11,-850,2.5,,,,,,,
1229,513,V,GoldenState,35,25,26,32,118,220.5,217.5,650,106.5,,,,,,,
1229,514,H,LALakers,29,24,35,36,124,11.5,11.5,-1000,11,,,,,,,
1230,701,V,Milwaukee,25,24,25,18,92,194.5,195,460,97.5,,,,,,,
1230,702,H,Orlando,21,20,38,38,117,10.5,10.5,-560,9.5,,,,,,,
1230,703,V,Memphis,35,33,25,28,121,2,3,-150,101.5,,,,,,,
1230,704,H,Indiana,29,22,28,31,110,205,207,130,3.5,,,,,,,
1230,705,V,Charlotte,26,30,24,23,103,195,197.5,200,97,,,,,,,
1230,706,H,Toronto,31,24,29,23,107,5.5,5.5,-240,4,,,,,,,
1230,707,V,Atlanta,30,34,21,16,101,193,193,195,95,,,,,,,
1230,708,H,Cleveland,23,29,25,29,106,6,5.5,-235,6,,,,,,,
1230,709,V,NewYork,28,25,19,23,95,1.5,2.5,-140,3.5,,,,,,,
1230,710,H,NewJersey,27,33,25,19,104,196,198,120,97,,,,,,,
1230,711,V,Miami,19,21,19,32,91,191,1.5,-115,3.5,,,,,,,
1230,712,H,NewOrleans,25,23,25,22,95,1.5,192,-105,96,,,,,,,
1230,713,V,Utah,27,19,33,28,107,7.5,7.5,-350,6,,,,,,,
1230,714,H,Minnesota,24,23,22,34,103,200,202,290,104,,,,,,,
1230,715,V,Boston,20,29,24,25,98,209,206.5,170,0.5,,,,,,,
1230,716,H,Phoenix,30,31,29,26,116,1,5,-200,100,,,,,,,
1230,717,V,Philadelphia,17,33,29,37,116,207.5,206,120,103,,,,,,,
1230,718,H,Sacramento,28,22,26,30,106,3,2.5,-140,1.5,,,,,,,
1230,719,V,LAClippers,20,28,28,23,99,189,190,240,1,,,,,,,
1230,720,H,Portland,25,32,24,22,103,7.5,6.5,-280,95,,,,,,,
1231,501,V,Chicago,25,19,25,29,98,186,185,160,92,,,,,,,
1231,502,H,Detroit,19,20,17,31,87,4,4,-185,3,,,,,,,
1231,503,V,Miami,26,23,13,16,78,194.5,194.5,285,97,,,,,,,
1231,504,H,SanAntonio,26,32,28,22,108,8,7.5,-345,1.5,,,,,,,
1231,505,V,Dallas,17,30,23,24,94,1.5,1.5,-125,3,,,,,,,
1231,506,H,Houston,24,32,22,19,97,197.5,197,105,95.5,,,,,,,
1231,507,V,Utah,24,22,16,24,86,198.5,199,130,101.5,,,,,,,
1231,508,H,OklahomaCity,22,26,17,22,87,2.5,3,-150,1,,,,,,,
1231,509,V,Philadelphia,31,20,14,23,88,196.5,196,-105,96,,,,,,,
1231,510,H,LAClippers,26,23,29,26,104,2.5,1,-115,0.5,,,,,,,
101,701,V,NewYork,22,33,12,32,112,204,205.5,600,102,,,,,,,
101,702,H,Atlanta,26,28,26,19,108,11.5,11,-800,8,,,,,,,
101,703,V,Orlando,24,27,22,33,106,8.5,8.5,-380,2.5,,,,,,,
101,704,H,Minnesota,26,19,26,23,94,204,202,310,100.5,,,,,,,
101,705,V,Sacramento,28,36,22,22,108,211,211,700,104.5,,,,,,,
101,706,H,LALakers,23,26,30,30,109,12,12,-1000,12,,,,,,,
102,501,V,Cleveland,19,25,25,25,94,11,10,-600,6.5,,,,,,,
102,502,H,NewJersey,26,17,18,25,86,192.5,192,450,93.5,,,,,,,
102,503,V,Charlotte,17,32,24,34,107,185.5,187,175,91.5,,,,,,,
102,504,H,Miami,30,16,26,25,97,6,5,-210,4.5,,,,,,,
102,505,V,SanAntonio,30,20,20,27,97,5.5,6,-270,4,,,,,,,
102,506,H,Washington,24,26,21,15,86,200,202.5,230,102,,,,,,,
102,507,V,Minnesota,26,19,40,26,111,207.5,208,165,3,,,,,,,
102,508,H,Indiana,32,41,25,24,122,4,4.5,-190,100.5,,,,,,,
102,509,V,Toronto,27,21,19,29,96,194.5,194.5,135,2,,,,,,,
102,510,H,Boston,29,29,20,25,103,3.5,3.5,-155,97,,,,,,,
102,511,V,Houston,26,24,27,18,95,194.5,195,120,96,,,,,,,
102,512,H,NewOrleans,24,22,25,28,99,2,2.5,-140,2.5,,,,,,,
102,513,V,Orlando,29,19,24,21,93,4,3.5,-165,3,,,,,,,
102,514,H,Chicago,26,26,32,17,101,194,193,145,95,,,,,,,
102,515,V,OklahomaCity,20,29,24,15,97,1,197,108,99.5,,,,,,,
102,516,H,Milwaukee,23,25,23,17,103,195.5,1.5,-119,2,,,,,,,
102,517,V,Denver,28,23,27,27,105,203.5,202,260,100,,,,,,,
102,518,H,Utah,25,22,21,27,95,5,7.5,-320,6.5,,,,,,,
102,519,V,Memphis,33,36,31,28,128,227,227.5,300,113.5,,,,,,,
102,520,H,Phoenix,29,21,26,27,103,7.5,8,-360,9,,,,,,,
102,521,V,GoldenState,41,15,17,16,89,210.5,213.5,135,106.5,,,,,,,
102,522,H,Portland,31,24,23,27,105,4,3.5,-155,3,,,,,,,
102,523,V,Dallas,25,30,22,22,99,6,4,-175,0.5,,,,,,,
102,524,H,Sacramento,27,21,19,24,91,206.5,206,155,100,,,,,,,
103,701,V,Indiana,16,26,20,27,89,205,208.5,370,3.5,,,,,,,
103,702,H,NewYork,38,36,33,25,132,8,9.5,-470,100.5,,,,,,,
103,703,V,SanAntonio,19,15,21,31,86,3.5,3,-155,5,,,,,,,
103,704,H,Toronto,27,21,19,24,91,202.5,200,135,97.5,,,,,,,
103,705,V,Charlotte,18,27,25,21,91,185,185.5,600,91,,,,,,,
103,706,H,Cleveland,24,22,23,19,88,11,11.5,-800,7,,,,,,,
103,707,V,Philadelphia,27,32,25,24,108,207.5,207,155,104.5,,,,,,,
103,708,H,Denver,36,24,16,29,105,4,4,-175,2.5,,,,,,,
103,709,V,Dallas,13,26,24,33,96,199.5,201,235,4,,,,,,,
103,710,H,LALakers,30,34,39,28,131,6.5,6.5,-275,98,,,,,,,
104,501,V,Atlanta,14,20,24,17,75,1.5,2.5,-140,5,,,,,,,
104,502,H,Miami,30,21,22,19,92,196.5,194,120,96,,,,,,,
104,503,V,OklahomaCity,23,24,32,19,98,194.5,192,115,0.5,,,,,,,
104,504,H,Chicago,30,22,14,19,85,2.5,2.5,-135,94,,,,,,,
104,505,V,NewOrleans,24,20,25,22,91,196,196.5,280,95,,,,,,,
104,506,H,Utah,32,19,11,25,87,8,7.5,-340,2,,,,,,,
104,507,V,Portland,21,24,29,21,95,189,189,155,92,,,,,,,
104,508,H,LAClippers,20,25,33,27,105,4.5,4,-175,3.5,,,,,,,
105,701,V,Orlando,19,20,23,28,90,9.5,11.5,-800,10.5,,,,,,,
105,702,H,Indiana,24,21,23,29,97,209,209,550,100.5,,,,,,,
105,703,V,Washington,23,21,34,26,104,207,206,180,2,,,,,,,
105,704,H,Philadelphia,26,32,22,17,97,3.5,5,-220,101,,,,,,,
105,705,V,Chicago,28,24,28,28,108,188,186.5,240,92.5,,,,,,,
105,706,H,Charlotte,31,28,28,26,113,5,7,-280,2,,,,,,,
105,707,V,Milwaukee,22,30,26,20,98,2,1.5,-125,95,,,,,,,
105,708,H,NewJersey,16,25,18,17,76,190,191.5,105,2.5,,,,,,,
105,709,V,Detroit,22,22,24,25,93,190,190,350,95.5,,,,,,,
105,710,H,Dallas,14,22,32,30,98,8.5,9,-440,8,,,,,,,
105,711,V,GoldenState,30,32,34,26,122,226,223.5,210,107.5,,,,,,,
105,712,H,Denver,28,37,33,25,123,9.5,5.5,-250,3,,,,,,,
105,713,V,Phoenix,34,29,25,25,113,2.5,2.5,-150,110.5,,,,,,,
105,714,H,Sacramento,25,24,32,28,109,227,226,130,2.5,,,,,,,
105,715,V,Memphis,24,33,30,22,109,200,199.5,-102,98,,,,,,,
105,716,H,Portland,25,33,21,26,105,2,1,-118,0.5,,,,,,,
105,717,V,Houston,15,18,22,24,79,200,201,270,98,,,,,,,
105,718,H,LALakers,22,19,18,29,88,7,7,-330,1.5,,,,,,,
106,501,V,Washington,23,20,37,18,98,195,196,1400,96,,,,,,,
106,502,H,Cleveland,29,36,36,20,121,13.5,14,-2500,2,,,,,,,
106,503,V,NewJersey,15,30,25,19,89,197,199.5,1125,97,,,,,,,
106,504,H,Atlanta,32,29,28,30,119,14,14,-1750,3,,,,,,,
106,505,V,Toronto,23,35,28,22,108,204,205.5,260,103,,,,,,,
106,506,H,Orlando,27,22,19,35,103,8,7.5,-320,7,,,,,,,
106,507,V,Boston,30,27,18,26,112,2,186,100,91,,,,,,,
106,508,H,Miami,35,19,24,23,106,189,1.5,-120,1,,,,,,,
106,509,V,NewOrleans,23,25,31,18,97,192,192,165,94,,,,,,,
106,510,H,OklahomaCity,23,23,35,11,92,5,4.5,-190,4,,,,,,,
106,511,V,GoldenState,34,27,17,29,107,224,223.5,125,110,,,,,,,
106,512,H,Minnesota,22,22,23,34,101,1.5,2.5,-145,5.5,,,,,,,
106,513,V,Detroit,28,24,23,17,92,186,188,450,93,,,,,,,
106,514,H,SanAntonio,27,32,18,35,112,9.5,10,-600,3.5,,,,,,,
